Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
0,0.0,41,0,1,-0.6378027273596888,4,4,4,4,4,4,4,4,1,4,1,3,0.0,4,0.0,0.0,1
0,0.0,30,1,1,0.06618708559099977,1,5,1,4,4,1,1,4,4,4,5,2,-2.0,4,0.0,0.0,0
1,0.0,31,0,0,0.19303070296624922,5,1,5,5,5,5,5,5,5,3,4,5,0.0,5,0.4150387587326097,0.0,1
1,1.0,20,0,0,-0.6339225165465926,0,0,0,4,4,0,4,4,3,4,4,4,0.0,4,1.1750345451379902,1.1143568787911546,1
1,0.0,63,0,0,0.4003834670470517,4,1,2,1,1,3,3,4,4,4,4,1,0.0,4,1.2374365380091434,1.2338856491730674,0
0,1.0,22,0,0,-0.6923690459955418,5,4,4,1,4,4,4,4,5,2,5,4,0.0,4,0.0,0.0,1
0,0.0,51,0,1,0.17468439858212875,2,5,5,5,2,4,3,3,3,2,3,1,-1.0,2,0.0,0.0,0
1,1.0,40,0,0,-0.8547316875418725,3,3,3,3,3,3,4,3,2,2,2,3,-3.0,3,0.8320382148687139,0.0,1
0,0.0,50,0,0,0.06618708559099977,2,2,2,2,5,4,5,2,2,2,2,3,-2.0,5,0.0,0.0,1
0,0.0,21,0,0,0.8538801767943263,2,2,2,2,5,5,5,3,2,4,5,5,1.0,5,1.2748109130500607,1.2592016969022404,1
0,0.0,25,0,0,-0.26548856658901915,2,5,5,5,2,2,2,2,4,5,3,4,-1.0,2,1.229051038191855,1.2266294294293056,0
1,0.0,45,0,1,-0.3955161348327878,3,1,1,1,4,3,4,4,3,3,3,1,-1.0,4,0.0,0.0,0
1,1.0,23,0,1,-1.4310648954275556,5,0,5,4,3,5,4,3,1,2,5,5,1.0,3,1.2320089363487339,1.2017267454800824,1
1,0.0,28,0,0,-0.012927846170887498,5,5,5,5,5,5,5,5,1,1,2,4,0.0,5,0.0,0.0,1
0,0.0,36,0,0,1.0923763034811473,2,3,3,3,3,1,2,2,2,2,2,4,-2.0,3,1.0844740297074211,1.122945052840609,0
0,0.0,22,1,1,-0.03944693337127338,4,5,4,2,5,4,5,5,1,2,5,3,-3.0,5,0.8737862963162933,0.0,0
1,1.0,30,0,1,-0.24471697580001375,3,3,3,3,1,3,1,1,2,4,2,5,-3.0,1,0.0,0.5724893008696079,0
0,1.0,24,0,1,0.0069996218691397065,1,1,1,3,3,1,5,3,3,3,5,4,0.0,3,0.0,0.0,0
0,0.0,49,0,0,0.8900529558378621,3,3,3,3,3,3,4,5,5,4,5,4,1.0,5,0.7781601984589993,1.1097249584010909,1
0,1.0,37,0,0,0.5223137059893793,2,2,2,3,1,2,1,1,4,2,5,3,1.0,1,0.0,0.0,0
1,0.0,30,0,0,0.8976126417263863,2,2,2,2,5,5,4,5,4,3,5,5,1.0,5,1.0588620806880495,1.0822449317949074,1
0,0.0,25,0,2,-0.27966201497680226,2,1,1,1,2,2,3,2,3,3,3,3,-1.0,2,1.0588620806880495,1.0610606197133323,0
1,0.0,49,0,0,-1.4310648954275556,2,2,2,2,3,4,4,4,4,4,4,4,0.0,3,0.0,0.0,1
1,1.0,43,0,0,-0.5604325117759079,3,3,3,3,2,3,2,2,4,2,5,3,1.0,2,0.0,1.0,0
1,0.0,41,0,0,1.1725309475669483,2,5,5,5,5,3,3,2,2,2,2,2,-2.0,4,0.0,1.1097249584010909,0
1,0.0,44,0,1,-1.3153734978948057,3,1,4,1,3,3,3,3,3,1,2,3,-3.0,3,0.0,0.0,1
0,0.0,74,0,0,0.6140458550494607,5,5,5,5,5,5,4,5,5,5,5,3,1.0,5,0.0,0.0,1
0,0.0,29,1,1,-0.3641485800248654,4,5,5,5,2,5,2,2,3,2,4,3,0.0,2,0.0,0.0,0
1,0.0,70,1,1,0.4162771506989757,3,5,3,1,4,3,4,4,5,3,3,4,0.0,4,0.0,0.0,0
0,1.0,14,0,0,0.41233244296190186,5,0,5,1,5,5,5,5,4,2,4,5,1.0,5,0.8737862963162933,0.0,1
1,0.0,72,0,0,0.5317813893549602,2,3,3,3,1,3,3,2,2,2,2,1,-2.0,1,0.0,0.0,0
1,0.0,45,0,0,1.137928860511893,4,4,4,4,2,4,4,2,2,2,2,5,-2.0,4,0.8737862963162933,0.3957784517043333,1
0,0.0,43,0,1,-0.5049819407950105,4,4,4,4,3,3,3,4,4,4,4,1,0.0,3,0.0,1.0241078754149866,0
1,0.0,57,1,1,-0.43265834816665266,2,3,2,4,3,2,3,3,4,2,4,2,-1.0,3,0.0,0.0,0
1,0.0,47,0,0,-0.38308301406691103,2,4,4,4,2,3,3,2,2,2,2,2,-2.0,2,1.0681166111089562,0.7508393127483323,0
1,0.0,54,0,0,0.85563723839039,5,5,5,5,2,2,2,2,3,3,2,2,0.0,2,0.0,0.0,1
0,0.0,37,1,1,0.06390339763661629,3,4,4,5,5,4,5,5,5,3,4,3,1.0,5,0.0,0.0,0
1,0.0,54,1,1,0.3030360714603798,5,4,5,1,5,4,5,5,3,4,4,3,1.0,5,0.0,0.0,1
1,0.0,52,0,0,-0.5907511876300476,5,5,5,5,5,4,4,3,3,3,3,3,-1.0,4,1.0985215879212857,1.034547127236166,1
0,1.0,23,0,1,-0.9793444573525331,2,1,2,3,2,2,2,2,3,1,4,2,-1.0,2,0.7049059151001846,0.0,0
0,0.0,56,1,1,0.797564948283755,3,5,2,2,2,4,1,3,3,2,3,2,-1.0,2,0.0,0.0,0
1,1.0,34,0,1,-0.6986995200135782,2,1,2,2,4,2,4,4,4,5,3,2,-1.0,4,0.0,0.7508393127483323,0
0,0.0,50,0,2,-0.4640921049817201,3,3,1,3,3,3,3,3,3,3,3,2,-1.0,4,0.0,0.0,0
0,0.0,47,0,0,-0.7093779970372843,2,1,1,1,5,3,4,2,2,2,2,2,-2.0,4,1.1908006052673483,1.1504675498711714,0
0,0.0,60,0,0,0.6508633853985273,3,3,3,3,2,4,4,5,5,5,5,3,1.0,4,0.0,0.0,1
0,0.0,51,0,0,0.4448001976150852,5,5,5,5,5,5,5,2,2,2,2,4,-2.0,4,0.0,0.0,1
1,0.0,54,0,1,-0.6902714171173081,4,1,1,1,4,4,4,4,5,4,2,2,0.0,4,0.0,0.0,1
0,0.0,43,1,1,-0.6819425150906472,3,5,3,1,4,4,4,1,1,3,1,5,-3.0,5,0.0,0.0,0
1,0.0,9,0,2,0.8188860924751693,2,3,3,3,2,3,2,2,2,5,2,3,-1.0,2,1.254946084729623,1.2360858123095193,0
0,0.0,26,1,1,-0.21898178434323023,1,4,1,3,5,1,5,5,5,2,4,3,1.0,5,0.0,0.6783430947244935,0
1,0.0,29,0,0,0.43186963196431993,4,4,4,4,4,4,4,4,4,4,4,5,1.0,4,0.0,0.0,1
0,0.0,49,0,1,-0.30143734187745314,4,1,1,1,5,2,3,4,4,4,4,2,0.0,1,0.0,0.0,0
0,1.0,20,0,1,-0.8872895417955725,3,0,3,1,5,3,5,5,3,4,4,4,1.0,5,0.7049059151001846,0.0,0
1,0.0,40,1,1,0.17534693562500536,1,4,2,3,4,2,1,4,4,3,4,2,0.0,4,1.2164575826068924,1.1945113440463355,0
0,0.0,60,0,0,0.6031124982787696,4,4,4,4,2,4,5,5,5,5,5,4,1.0,5,0.0,0.0,1
1,0.0,43,0,0,-0.37626500376830224,1,1,1,1,4,5,1,5,5,5,5,2,1.0,5,0.0,0.0,1
1,0.0,44,1,1,-1.1402391352722903,4,5,0,1,2,0,5,2,5,4,2,4,-3.0,2,0.0,0.0,0
0,0.0,29,0,1,-0.15873335448277684,4,3,3,3,4,4,4,4,1,3,4,5,-2.0,4,0.0,0.0,1
1,0.0,60,1,1,-0.6036169408466977,1,4,4,2,1,4,1,1,5,3,2,5,0.0,1,1.1511058737707174,1.122945052840609,0
0,0.0,20,0,0,-0.4579997998358612,3,2,2,2,3,2,3,3,2,1,4,2,0.0,3,1.1965297629336988,1.13438975920776,0
0,0.0,46,0,0,0.4197133239924038,5,5,5,5,3,5,5,5,5,5,5,4,1.0,3,0.0,0.0,1
1,1.0,25,0,1,-0.4889824787451488,2,2,1,3,5,1,5,5,2,3,4,4,-1.0,5,1.1724461008943534,1.1587159797419047,0
0,0.0,49,1,1,-0.7818493317869396,1,1,1,2,4,2,3,1,1,1,1,3,-3.0,3,0.0,0.0,0
0,0.0,26,1,0,-0.5163948032847457,1,4,1,2,2,1,4,2,3,4,4,4,0.0,2,0.9786271359484466,1.1444249887867874,0
1,0.0,55,0,0,0.8006877861009581,4,4,4,4,4,2,3,4,4,4,4,2,0.0,1,0.0,0.0,1
0,0.0,33,0,2,-0.6073356773824514,4,1,1,1,4,4,4,4,3,2,2,2,-2.0,4,0.0,0.0,1
1,0.0,47,0,0,-0.7866377253606006,2,5,5,5,1,2,2,3,5,3,3,2,-2.0,2,1.297948056794515,1.2905381768995645,0
0,0.0,49,0,1,-0.684015574708946,3,5,5,5,4,4,4,3,3,3,3,4,-1.0,1,0.0,0.0,0
1,0.0,40,1,2,-0.5229979181157556,3,5,3,4,4,3,4,4,3,5,4,3,0.0,4,1.1799347034389287,1.1533189745421637,0
0,0.0,52,0,0,0.35766382402905655,3,4,4,4,1,3,4,3,3,3,3,4,-1.0,4,0.0,0.9080978024083214,0
1,0.0,40,1,2,0.1686966647792244,2,5,2,4,4,2,4,4,3,2,5,5,0.0,4,0.0,0.8045051881814589,0
0,0.0,56,0,0,0.4864974230554694,5,5,5,5,2,2,4,4,4,4,5,2,0.0,1,0.7781601984589993,0.9701521204259035,1
0,0.0,50,0,0,1.1495414839762124,2,2,2,2,4,4,4,5,5,5,5,5,1.0,4,0.0,0.0,1
1,0.0,16,1,1,0.08940515457224481,1,2,1,4,1,1,1,1,2,2,4,3,0.0,1,0.0,0.0,0
0,1.0,24,0,1,-1.0391491517920168,3,1,3,4,1,3,1,1,2,4,3,2,0.0,1,0.9350925596493613,0.6783430947244935,0
1,0.0,28,0,1,-0.01545502013941851,2,5,2,5,2,2,2,2,4,1,2,3,-1.0,2,0.0,0.0,0
0,0.0,60,0,0,0.8978913763191164,1,1,1,1,2,5,4,4,4,4,4,3,0.0,5,0.8737862963162933,0.0,1
1,0.0,60,0,0,-1.3535220551822769,1,1,5,1,2,5,5,5,5,5,5,4,1.0,3,0.0,0.0,1
0,1.0,20,0,0,0.035968195214860346,5,0,5,3,1,5,2,1,3,4,3,5,0.0,1,0.0,0.9318375561315992,1
1,0.0,26,0,0,0.6415265802483425,4,4,5,4,4,4,4,4,5,5,5,4,-2.0,4,1.1669622348808144,1.2323618664068887,1
1,0.0,25,1,1,-0.9332499457155813,2,2,2,3,5,2,2,5,2,2,3,2,-1.0,5,0.0,0.0,0
1,0.0,44,1,1,0.08866676578958908,1,4,1,3,2,1,2,2,5,4,5,3,1.0,2,0.0,0.0,0
0,0.0,52,1,1,-0.389964460982805,1,3,1,3,1,2,4,3,3,1,3,1,-1.0,3,0.9073519916960243,1.0126513375488204,0
0,0.0,39,0,2,-0.667598394289639,2,1,1,1,2,2,2,2,2,2,3,1,0.0,2,0.0,0.0,0
0,0.0,56,1,1,0.7058700623872611,2,4,2,3,2,5,5,3,5,4,1,5,-1.0,5,0.0,0.6783430947244935,0
1,0.0,32,1,1,-0.5639338558057548,3,3,3,2,5,3,5,5,1,5,2,5,0.0,5,1.126459383703517,1.0822449317949074,0
0,0.0,67,1,1,0.5948183326738213,1,5,0,2,4,5,5,1,1,0,1,5,-3.0,3,0.0,0.0,0
1,0.0,27,0,0,0.7128047731359245,4,1,1,1,4,4,4,4,4,2,3,3,-2.0,4,1.2487522932359094,1.2230396776947772,0
1,0.0,52,0,0,0.8727283925488969,1,1,1,1,4,4,4,3,3,3,3,5,-1.0,5,0.9585135045961828,0.880079134524753,1
1,0.0,44,0,0,-0.28805516938658393,4,4,4,4,3,4,5,4,4,4,4,3,0.0,5,0.0,0.9701521204259035,1
0,0.0,70,0,0,1.0881177999128964,3,3,5,3,3,5,4,3,3,3,3,4,-1.0,3,0.0,0.0,1
0,0.0,59,0,0,0.44432488306595525,3,3,3,3,2,4,4,3,3,3,3,2,-1.0,1,0.9585135045961828,0.6783430947244935,0
0,0.0,56,0,0,-0.46562314432192015,3,4,4,4,4,2,3,3,3,3,3,4,-1.0,2,0.0,0.8045051881814589,0
0,0.0,26,0,0,0.19561755158219718,3,3,3,3,4,4,4,4,4,4,5,5,0.0,4,0.5970698399767446,0.0,1
0,0.0,54,1,1,-0.10763541435732282,1,3,1,4,3,4,3,5,5,1,5,1,1.0,2,1.0766220985958155,0.3957784517043333,0
1,0.0,56,0,0,0.4672997075737185,4,4,4,4,4,5,5,4,4,5,4,4,0.0,4,0.0,0.0,1
0,0.0,57,0,1,-1.1691719713150925,4,3,3,3,5,1,5,4,4,4,4,2,0.0,4,0.0,0.0,1
0,1.0,39,0,0,0.07224469964330692,3,3,3,2,3,3,3,3,5,4,5,1,1.0,3,0.0,1.0241078754149866,0
0,0.0,19,1,1,0.08940515457224481,2,2,1,3,1,1,1,1,3,5,3,2,-1.0,1,1.0376143274262182,0.0,0
0,0.0,33,1,2,0.7608141345711413,0,4,0,3,1,0,1,1,3,5,4,5,0.0,1,0.0,0.0,1
0,0.0,36,0,1,-0.4748773616153836,3,4,4,4,3,3,3,3,4,2,3,2,-2.0,3,0.0,0.0,0
0,0.0,66,1,1,-0.34698926153128495,1,4,1,3,3,5,4,4,4,1,4,4,0.0,5,1.1775288990055748,1.1845754383405918,0
0,0.0,60,1,2,-0.9127616401539703,2,5,2,1,4,5,4,3,3,2,3,3,-1.0,4,0.0,0.0,0
1,0.0,64,1,1,-0.19302936203479673,3,4,3,2,3,3,3,3,3,5,1,1,-2.0,3,0.0,0.0,0
0,0.0,15,1,1,0.22478075627186825,3,4,2,4,2,2,2,2,5,2,3,4,0.0,2,1.116306363229274,1.0822449317949074,0
0,0.0,51,0,0,0.4565950469374414,4,4,4,4,3,2,4,5,5,5,5,1,1.0,1,0.5970698399767446,0.0,1
0,1.0,22,0,1,-0.49215436174551,2,0,2,5,1,2,1,1,5,4,4,3,1.0,1,0.9585135045961828,0.0,0
0,1.0,23,0,1,-1.1566163819849196,5,3,5,3,4,5,1,4,5,3,3,5,-1.0,4,0.0,0.0,1
1,1.0,52,0,1,-0.2701833982715122,3,4,2,4,2,2,2,2,2,5,4,4,-1.0,2,0.0,0.0,0
1,0.0,50,0,0,-0.5431761752036509,1,4,4,4,3,2,2,1,1,1,1,4,-3.0,1,0.5970698399767446,0.0,0
0,0.0,58,0,0,0.5030494744134134,5,5,5,5,4,5,5,5,5,5,5,3,1.0,3,0.8737862963162933,0.8463120732829698,1
1,0.0,39,0,0,0.06694684339964539,2,5,5,5,2,3,4,2,2,2,2,3,-2.0,4,1.265516700282249,1.247488277946734,0
0,0.0,38,0,0,1.173144213561285,3,3,3,3,3,3,4,3,3,3,3,4,-1.0,2,1.147490726627688,1.0610606197133323,0
1,0.0,44,0,0,0.8075185073266583,4,4,4,4,4,5,4,5,5,5,4,5,1.0,3,0.8320382148687139,0.0,1
1,0.0,34,1,1,-0.4889824787451488,4,1,4,3,3,4,3,3,4,2,3,2,-1.0,3,0.0,0.0,0
0,0.0,35,0,2,0.26604044748126204,1,2,2,2,1,1,1,1,2,4,3,2,-1.0,1,1.1983271072883053,1.122945052840609,0
0,0.0,25,0,2,0.10402969313470325,5,5,3,5,5,5,4,5,5,5,1,5,1.0,5,0.0,0.0,1
0,0.0,23,0,0,-0.07780174251756122,3,4,1,4,3,3,3,3,1,2,3,1,0.0,3,0.0,0.0,0
1,0.0,41,0,1,-0.04381035948467868,3,5,5,5,3,3,3,3,5,5,2,2,-2.0,3,0.9961424418431523,0.0,1
1,0.0,43,0,0,0.7002814135540506,2,2,2,2,4,5,4,4,4,4,4,2,0.0,1,0.0,0.0,1
1,0.0,35,0,1,-0.06690526653360418,4,2,3,3,4,4,4,4,5,4,3,5,1.0,4,0.0,0.0,1
0,0.0,57,0,1,0.10402969313470325,4,4,4,4,2,2,5,4,4,4,4,4,0.0,5,0.0,0.0,1
1,1.0,39,0,0,0.824362685759104,4,5,5,4,5,5,5,5,2,4,5,5,-1.0,5,0.0,0.0,0
0,0.0,8,1,1,0.305293129352958,2,4,2,4,5,2,5,5,1,4,3,1,-1.0,5,0.9585135045961828,0.9080978024083214,0
1,0.0,42,0,0,1.14702058839001,2,2,5,2,3,4,5,5,5,5,5,5,1.0,3,0.0,0.0,1
0,1.0,13,0,1,0.1726934790383908,2,2,2,3,3,2,3,3,1,1,5,2,-1.0,3,0.0,0.5724893008696079,0
1,0.0,23,1,1,0.0012398921333424359,1,4,1,1,4,1,4,4,5,3,4,3,1.0,4,1.1107544500474889,1.0126513375488204,0
1,1.0,20,0,1,0.017584770516981728,1,1,1,4,4,1,4,4,3,4,3,3,0.0,4,1.116306363229274,1.0126513375488204,0
1,0.0,38,0,1,-0.8654142758431472,3,2,2,2,3,3,3,3,4,5,3,3,-1.0,3,0.0,0.0,0
0,0.0,57,0,1,-1.1649601138755112,4,3,3,3,5,5,3,4,4,4,4,2,0.0,2,0.0,0.0,1
1,0.0,42,0,0,0.35236297423245677,1,1,1,1,5,5,4,4,4,4,4,4,0.0,4,1.0487423252634362,0.0,1
0,0.0,46,1,1,-0.37626500376830224,1,4,1,1,2,4,5,3,3,1,3,3,-1.0,3,0.0,0.5724893008696079,0
1,0.0,75,0,0,1.1094296365369587,4,4,4,4,3,3,5,3,3,2,3,4,-1.0,5,0.0,0.0,1
0,0.0,54,1,1,-0.529661721976419,1,2,1,3,3,4,4,5,5,1,5,3,1.0,4,1.0252997130579309,0.6783430947244935,0
0,0.0,27,0,0,0.1484060934955626,5,2,5,5,5,5,5,5,3,3,4,5,0.0,5,1.1545584634747852,1.0686200168798112,1
1,0.0,57,1,1,-0.1983633582397323,3,5,3,2,2,3,2,2,3,5,4,3,0.0,2,0.9350925596493613,0.3957784517043333,0
0,1.0,34,0,0,-0.5889319089960474,4,4,4,3,1,4,1,1,5,5,5,4,1.0,1,1.0252997130579309,1.0756626176213615,0
0,0.0,51,0,0,-0.3927350818087976,4,4,4,4,4,5,4,5,5,5,5,3,1.0,5,1.1545584634747852,1.1412183564278018,1
1,1.0,43,0,1,-0.5196888473211295,4,3,4,3,2,4,2,2,3,5,3,4,0.0,2,0.0,0.8463120732829698,0
1,1.0,21,0,1,-0.25042962918061773,1,1,1,3,2,1,2,2,3,2,3,2,-1.0,2,0.4150387587326097,0.3957784517043333,0
0,0.0,51,0,0,-0.4889824787451488,4,4,4,4,4,4,5,5,5,5,5,3,1.0,4,0.0,0.0,1
0,0.0,54,0,0,1.0662847201493673,1,1,1,1,5,4,4,4,4,4,4,4,0.0,3,0.9350925596493613,0.5724893008696079,1
1,0.0,60,0,0,0.7479852559529705,1,1,1,1,4,4,4,4,4,4,4,4,0.0,5,0.4150387587326097,0.0,1
0,0.0,49,1,1,-0.43265834816665266,3,3,1,4,2,1,2,2,2,1,4,2,-2.0,5,0.0,0.6783430947244935,0
0,1.0,55,0,1,-1.3153734978948057,2,4,2,1,5,2,5,5,4,2,4,4,-1.0,5,0.0,0.0,0
1,1.0,25,0,0,-0.04293570694342138,5,0,5,2,2,5,2,2,4,2,5,5,0.0,2,0.9073519916960243,0.0,1
1,0.0,29,0,0,1.1263793708889882,2,2,2,2,5,4,5,5,2,1,1,2,0.0,5,1.2415288820815649,1.2150358892721653,1
1,0.0,38,1,1,-0.6535383434644924,1,2,1,3,4,1,1,4,4,2,4,2,0.0,4,0.0,0.0,0
1,0.0,59,0,1,-0.15771780521660764,5,3,3,3,5,5,5,5,2,2,2,4,-1.0,5,0.4150387587326097,0.8045051881814589,1
1,0.0,41,0,0,0.9810459696878555,2,1,1,1,5,4,3,2,2,2,2,1,-2.0,3,0.0,0.0,0
0,1.0,25,0,0,-0.19302936203479673,5,0,5,3,3,5,3,3,5,2,4,3,1.0,3,1.1775288990055748,1.2030714247848597,1
0,0.0,43,1,1,-1.5890453754819096,1,4,1,3,3,5,4,4,4,1,4,5,0.0,3,0.0,0.0,0
0,0.0,24,0,0,0.16131670025641806,3,3,3,3,4,4,4,4,4,5,3,2,1.0,4,1.0376143274262182,1.0241078754149866,1
0,0.0,47,0,0,0.05778092419363431,5,5,5,5,4,2,1,4,4,4,4,5,0.0,3,1.2415288820815649,1.2248655714735492,1
0,0.0,30,0,0,0.1303920460233605,2,2,2,2,4,4,4,4,1,2,3,5,1.0,4,0.0,0.3957784517043333,1
1,0.0,60,0,0,-0.1689639259109789,3,3,3,3,5,4,5,3,3,4,3,3,-1.0,3,0.0,0.0,1
1,0.0,39,1,2,-0.30143734187745314,3,1,4,3,2,4,2,2,1,1,4,1,0.0,2,0.0,1.0241078754149866,0
0,0.0,57,0,0,0.3470274707463468,4,4,4,4,4,4,5,5,5,4,5,4,1.0,3,0.5970698399767446,0.0,1
0,0.0,13,1,1,-0.5098512260993231,2,3,2,2,1,2,1,1,5,2,1,2,1.0,1,0.0,0.7508393127483323,0
1,0.0,59,1,1,0.6911209625277105,3,1,3,3,2,3,2,2,2,2,4,2,0.0,2,0.0,0.0,0
0,0.0,44,1,1,0.2606994302899031,2,5,2,3,1,3,4,1,1,2,1,2,-3.0,3,0.9073519916960243,0.9701521204259035,0
0,0.0,9,1,1,0.4514260406245422,3,4,3,2,2,3,2,2,3,2,4,4,0.0,2,0.0,0.0,0
1,0.0,66,1,1,-0.38171437657553875,1,2,1,4,4,1,4,4,1,2,4,2,-1.0,4,1.2338866617532747,1.1989428643415174,0
1,0.0,37,0,0,0.9220782389753372,5,5,3,5,3,5,5,4,4,4,4,5,0.0,5,0.0,0.0,1
0,0.0,7,1,1,0.8188860924751693,3,4,3,1,3,3,3,3,5,1,2,3,0.0,3,0.0,0.0,0
0,1.0,20,0,1,-0.4889824787451488,2,3,2,4,5,2,5,5,3,3,4,1,0.0,5,0.0,0.0,0
0,0.0,37,0,1,-0.5196888473211295,5,2,2,2,5,5,5,5,2,4,1,4,0.0,5,0.8320382148687139,1.0126513375488204,1
1,0.0,47,0,1,0.557069920031794,4,2,4,2,4,4,4,4,5,4,4,1,1.0,4,0.9073519916960243,0.0,1
1,0.0,50,0,0,1.1400514419666625,3,5,5,5,2,4,3,3,3,3,3,3,-1.0,2,0.0,0.8463120732829698,0
1,1.0,19,0,2,-0.9667436854634077,4,2,4,4,2,4,2,2,4,5,3,3,0.0,2,1.0985215879212857,0.9522900659079807,0
1,0.0,24,0,0,-0.15266023043958263,3,3,3,3,3,3,3,3,3,1,3,3,-1.0,3,1.0766220985958155,1.0610606197133323,0
0,0.0,53,0,0,0.7900236717523954,2,2,2,2,5,4,5,5,5,5,5,5,1.0,4,0.0,0.0,1
1,0.0,38,0,1,-0.4549725644035202,5,1,1,1,5,5,5,5,2,1,1,3,-3.0,5,0.0,0.0,1
0,0.0,19,0,0,0.7763448848460661,1,1,1,1,5,5,5,5,2,1,4,3,-2.0,5,0.0,0.0,1
1,0.0,33,0,0,-0.9127616401539703,3,1,3,3,5,5,5,5,3,1,4,2,-1.0,5,0.0,0.0,1
1,0.0,61,1,1,0.5948183326738213,2,4,3,4,5,3,5,5,5,3,5,5,1.0,5,0.0,0.0,0
0,1.0,26,0,1,-0.05438395917750508,1,0,0,5,2,0,2,2,5,5,1,5,-2.0,2,0.0,0.0,0
1,0.0,44,0,0,0.6183026105816259,5,5,5,5,4,4,5,4,4,4,4,4,0.0,3,1.0252997130579309,1.0942147443447756,1
0,1.0,25,0,0,0.03517783189659692,2,0,2,5,1,2,2,1,5,5,4,3,1.0,1,0.0,0.0,0
1,1.0,9,0,1,-0.007897985767059159,4,4,4,4,2,4,2,2,1,1,4,3,-1.0,2,0.0,0.0,0
0,1.0,35,0,0,0.5653324202841936,3,3,3,4,3,3,3,3,5,2,4,3,0.0,3,1.0985215879212857,0.5724893008696079,0
1,0.0,9,1,1,0.10330486227514558,3,4,3,4,3,3,3,3,5,4,4,3,1.0,3,1.0376143274262182,0.5724893008696079,0
0,0.0,46,1,1,-0.2550311436744367,2,4,2,3,5,4,3,3,3,2,3,5,-1.0,5,0.0,0.0,0
1,0.0,29,0,0,1.1558129778714004,4,4,4,4,5,5,5,5,4,3,4,4,1.0,5,0.0,1.0756626176213615,1
0,0.0,58,0,1,-0.18878897897582184,3,3,3,3,2,3,2,3,3,3,3,4,-1.0,1,0.0,0.0,0
1,0.0,46,1,1,0.05238433315101189,2,4,2,5,1,2,1,1,4,3,5,4,1.0,1,0.0,0.0,0
0,1.0,43,0,1,0.05547263945790472,3,3,3,4,3,3,3,3,4,1,1,5,-3.0,3,0.0,0.0,0
1,0.0,31,1,1,-0.8762650049041889,2,3,2,3,1,2,1,1,4,1,3,1,0.0,1,0.7049059151001846,0.5724893008696079,0
0,1.0,20,0,1,-0.4549725644035202,4,0,4,3,3,4,3,3,3,3,2,1,-1.0,3,0.0,0.0,0
0,1.0,32,0,0,-0.8442118499335232,3,3,3,5,4,3,4,4,4,4,4,3,0.0,4,0.0,0.0,0
